id,name,genre
0112646,Catwalk,Documentary
0112573,Braveheart,Biography
0113326,Rumble in the Bronx,Action
0115645,Before and After,Crime
0113774,Margaret's Museum,Drama
0112373,Anne Frank Remembered,Documentary
0115033,The Young Poisoner's Handbook,Crime
0116606,If Lucy Fell,Comedy
0114536,Steal Big Steal Little,Comedy
0106473,The Boys of St. Vincent,Drama
0103859,Boomerang,Comedy
0109424,Chungking Express,Comedy
0114808,The Star Maker,Drama
0116324,Flirting with Disaster,Comedy
0110647,The Neverending Story III,Adventure
0114131,Pie in the Sky,Comedy
0112364,Angela,Drama
0113107,Frankie Starlight,Drama
0113451,Jade,Crime
0116130,Down Periscope,Comedy
0113756,Man of the Year,Comedy
0118055,Up Close & Personal,Drama
0115685,The Birdcage,Comedy
0112585,The Brothers McMullen,Comedy
0112442,Bad Boys,Action
0112342,The Amazing Panda Adventure,Family
0112461,The Basketball Diaries,Biography
0112427,An Awfully Big Adventure,Comedy
0109093,Amateur,Comedy
0112384,Apollo 13,Adventure
0114287,Rob Roy,Adventure
0112288,The Addiction,Horror
0112462,Batman Forever,Action
0112495,Beyond Rangoon,Action
0112541,Blue in the Face,Comedy
0109370,Canadian Bacon,Comedy
0112642,Casper,Comedy
0112688,Clockers,Crime
0112715,Congo,Action
0112740,Crimson Tide,Action
0109508,Crumb,Documentary
0112851,Desperado,Action
0112857,Devil in a Blue Dress,Crime
0112864,Die Hard with a Vengeance,Action
0112887,The Doom Generation,Action
0113044,Feast of July,Crime
0113071,First Knight,Action
0113114,Free Willy 2: The Adventure Home,Adventure
0113243,Hackers,Comedy
0113464,Jeffrey,Comedy
0113481,Johnny Mnemonic,Action
0113492,Judge Dredd,Action
0113500,Jury Duty,Comedy
0113540,Kids,Drama
0113677,Living in Oblivion,Comedy
0113690,Lord of Illusions,Horror
0107447,Love & Human Remains,Drama
0113729,Mad Love,Drama
0113749,Mallrats,Comedy
0113820,Mighty Morphin Power Rangers: The Movie,Action
0110604,Mute Witness,Horror
0110620,Nadja,Drama
0113957,The Net,Action
0113986,Nine Months,Comedy
0114095,Party Girl,Comedy
0114194,The Prophecy,Action
0114241,Reckless,Comedy
0114323,Safe,Drama
0114345,The Scarlet Letter,Drama
0114436,Showgirls,Drama
0114478,Smoke,Comedy
0114496,Something to Talk About,Comedy
0114508,Species,Action
0114558,Strange Days,Action
0114666,The Tie That Binds,Crime
0114663,Three Wishes,Drama
0114702,Total Eclipse,Biography
0114781,Under Siege 2: Dark Territory,Action
0114798,Unstrung Heroes,Comedy
0114805,Unzipped,Documentary
0114887,A Walk in the Clouds,Drama
0114898,Waterworld,Action
0114928,White Man's Burden,Drama
0109340,The Browning Version,Drama
0111579,Burnt by the Sun,Drama
0110882,Before the Rain,Drama
0112471,Before Sunrise,Drama
0112508,Billy Madison,Comedy
0112438,The Babysitter,Drama
0112571,Boys on the Side,Comedy
0112757,The Cure,Drama
0112643,Castle Freak,Drama
0112679,Circle of Friends,Drama
0109445,Clerks,Comedy
0112883,Don Juan DeMarco,Comedy
0109635,Disclosure,Drama
0109676,Drop Zone,Action
0112854,Destiny Turns on the Radio,Crime
0109579,Death and the Maiden,Drama
0109642,Dolores Claiborne,Crime
0109686,Dumb & Dumber,Comedy
0111797,Eat Drink Man Woman,Comedy
0109759,Exotica,Drama
0109758,Exit to Eden,Comedy
0109707,Ed Wood,Biography
0113117,French Kiss,Comedy
0113097,Forget Paris,Comedy
0113028,Far from Home: The Adventures of Yellow Dog,Adventure
0113198,A Goofy Movie,Animation
0113303,Hideaway,Fantasy
0113089,Fluke,Drama
0109771,Farinelli,Biography
0113199,Gordy,Comedy
0113234,Gumby: The Movie,Animation
0109906,The Glass Shield,Crime
0110057,Hoop Dreams,Documentary
0110005,Heavenly Creatures,Biography
0110066,Houseguest,Comedy
0110116,Immortal Beloved,Biography
0110006,Heavy Weights,Comedy
0113360,The Hunted,Action
0110099,I.Q.,Comedy
0110148,Interview with the Vampire: The Vampire Chronicles,Drama
0113463,Jefferson in Paris,Biography
0110189,The Jerky Boys,Comedy
0110216,Junior,Comedy
0113501,Just Cause,Action
0113538,A Kid in King Arthur's Court,Adventure
0113552,Kiss of Death,Action
0110367,Little Women,Drama
0113670,A Little Princess,Drama
0110296,Ladybird Ladybird,Drama
0109731,L'Enfer,Crime
0103994,Like Water for Chocolate,Drama
0110322,Legends of the Fall,Drama
0110443,Major Payne,Adventure
0110365,Little Odessa,Crime
0107566,Mi vida loca,Crime
0110391,Love Affair,Comedy
0113691,Losing Isaiah,Drama
0110428,The Madness of King George,Biography
0109836,Mary Shelley's Frankenstein,Drama
0113755,Man of the House,Comedy
0110538,Mixed Nuts,Comedy
0110516,Milk Money,Comedy
0110527,Miracle on 34th Street,Family
0113808,Miami Rhapsody,Comedy
0113896,My Family,Drama
0113870,Murder in the First,Drama
0110684,Nobody's Fool,Comedy
0110638,Nell,Drama
0113967,New Jersey Drive,Crime
0106402,Beyond Bedlam,Comedy
0110671,Nina Takes a Lover,Comedy
0110632,Natural Born Killers,Crime
0110737,Only You,Comedy
0110729,Once Were Warriors,Crime
0114151,Poison Ivy II,Drama
0114069,Outbreak,Action
0110413,Léon: The Professional,Crime
0114113,The Perez Family,Comedy
0114210,A Pyromaniac's Love Story,Comedy
0110912,Pulp Fiction,Crime
0110889,Priest,Drama
0110932,Quiz Show,Biography
0114129,Picture Bride,Drama
0110963,Queen Margot,Biography
0114214,The Quick and the Dead,Action
0114296,Roommates,Comedy
0110907,Ready to Wear,Comedy
0111495,Three Colors: Red,Drama
0108394,Three Colors: Blue,Drama
0111507,Three Colors: White,Comedy
0114571,Stuart Saves His Family,Comedy
0111333,The Swan Princess,Animation
0111112,The Secret of Roan Inish,Drama
0111255,The Specialist,Action
0111282,Stargate,Action
0111070,The Santa Clause,Comedy
0111161,The Shawshank Redemption,Crime
0111149,Shallow Grave,Crime
0108260,Suture,Drama
0106966,Strawberry and Chocolate,Comedy
0114594,Swimming with Sharks,Comedy
0111309,The Sum of Us,Comedy
0113936,Senior Trip,Adventure
0110081,To Live,Drama
0114614,Tank Girl,Action
0114608,Tales from the Crypt: Demon Knight,Action
0111280,Star Trek: Generations,Action
0114609,Tales from the Hood,Crime
0111454,Tom & Viv,Biography
0114852,Village of the Damned,Horror
0114694,Tommy Boy,Adventure
0111590,Vanya on 42nd Street,Comedy
0114788,The Underneath,Crime
0114888,The Walking Dead,Drama
0108550,What's Eating Gilbert Grape,Drama
0114857,Virtuosity,Action
0114924,While You Were Sleeping,Comedy
0111667,The War,Drama
0109655,Double Happiness,Drama
0110598,Muriel's Wedding,Comedy
0112435,The Baby-Sitters Club,Comedy
0109040,Ace Ventura: Pet Detective,Comedy
0106339,Backbeat,Biography
0104779,Bitter Moon,Drama
0109348,Bullets Over Broadway,Comedy
0109444,Clear and Present Danger,Action
0109446,The Client,Crime
0109504,Crooklyn,Comedy
0109506,The Crow,Action
0109450,Cobb,Biography
0109813,The Flintstones,Comedy
0109830,Forrest Gump,Comedy
0109831,Four Weddings and a Funeral,Comedy
0113305,Higher Learning,Crime
0110093,I Love Trouble,Action
0110167,It Could Happen to You,Comedy
0110213,The Jungle Book,Adventure
0110357,The Lion King,Animation
0107426,Little Buddha,Drama
0111686,New Nightmare,Fantasy
0110475,The Mask,Comedy
0110478,Maverick,Action
0110588,Mrs. Parker and the Vicious Circle,Biography
0110622,Naked Gun 33 1/3: The Final Insult,Comedy
0110771,The Paper,Comedy
0110950,Reality Bites,Comedy
0105226,Red Rock West,Crime
0110989,Ri¢hie Ri¢h,Comedy
0111054,Safe Passage,Drama
0110997,The River Wild,Action
0111257,Speed,Action
0111256,Speechless,Comedy
0111438,Timecop,Action
0111503,True Lies,Action
0111693,When a Man Loves a Woman,Drama
0111742,Wolf,Drama
0111756,Wyatt Earp,Adventure
0112443,Bad Company,Crime
0110399,A Low Down Dirty Shame,Action
0109454,Colonel Chabert,Drama
0110186,Jason's Lyric,Crime
0108069,The Secret Adventures of Tom Thumb,Animation
0111301,Street Fighter,Action
0113827,Mirage,Action
0110027,Highlander: The Final Dimension,Action
0113409,In the Mouth of Madness,Fantasy
0109021,8 Seconds,Biography
0109035,Above the Rim,Crime
0106220,Addams Family Values,Comedy
0106226,The Age of Innocence,Drama
0109068,Airheads,Comedy
0109067,The Air Up There,Comedy
0106292,Another Stakeout,Action
0109198,Bad Girls,Romance
0109219,Barcelona,Comedy
0106379,Being Human,Comedy
0106400,The Beverly Hillbillies,Comedy
0109254,Beverly Hills Cop III,Action
0109279,Black Beauty,Adventure
0109297,Blink,Crime
0109303,Blown Away,Action
0109305,Blue Chips,Drama
0109306,Blue Sky,Drama
0106452,Body Snatchers,Horror
0106471,Boxing Helena,Drama
0106489,A Bronx Tale,Crime
0109361,Cabin Boy,Adventure
0106519,Carlito's Way,Crime
0109439,City Slickers II: The Legend of Curly's Gold,Comedy
0109443,Clean Slate,Comedy
0106582,Cliffhanger,Action
0106598,Coneheads,Comedy
0109456,Color of Night,Mystery
0109480,Cops and Robbersons,Comedy
0109493,The Cowboy Way,Action
0106660,Dangerous Game,Drama
0106673,Dave,Comedy
0106677,Dazed and Confused,Comedy
0106697,Demolition Man,Action
0109729,The Endless Summer 2,Documentary
0106834,Even Cowgirls Get the Blues,Comedy
0106873,Fatal Instinct,Comedy
0106332,Farewell My Concubine,Drama
0109783,The Favor,Comedy
0106881,Fearless,Drama
0106880,Fear of a Black Hat,Comedy
0111732,With Honors,Comedy
0106926,Flesh and Bone,Drama
0111712,Widows' Peak,Comedy
0106941,For Love or Money,Comedy
0106918,The Firm,Drama
0106965,Free Willy,Adventure
0109842,Fresh,Crime
0106977,The Fugitive,Action
0107004,Geronimo: An American Legend,Drama
0109890,The Getaway,Action
0109891,Getting Even with Dad,Comedy
0109913,Go Fish,Drama
0107057,Guilty as Sin,Crime
0107076,Hard Target,Action
0107096,Heaven & Earth,Action
0107144,Hot Shots! Part Deux,Action
0113674,Live Nude Girls,Comedy
0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,Comedy
0107151,The House of the Spirits,Drama
0110064,House Party 3,Comedy
0110074,The Hudsucker Proxy,Comedy
0110097,I'll Do Anything,Comedy
0110123,In the Army Now,Comedy
0107206,In the Line of Fire,Action
0107207,In the Name of the Father,Biography
0110137,The Inkwell,Romance
0108551,What's Love Got to Do with It,Biography
0107286,Judgment Night,Action
0107290,Jurassic Park,Adventure
0107302,Kalifornia,Crime
0110265,Killing Zoe,Crime
0107322,King of the Hill,Drama
0110305,Lassie,Family
0107362,Last Action Hero,Action
0107413,Life with Mikey,Comedy
0110353,Lightning Jack,Comedy
0107468,M. Butterfly,Drama
0107478,Made in America,Comedy
0107497,Malice,Crime
0107501,The Man Without a Face,Drama
0107507,Manhattan Murder Mystery,Comedy
0107554,Menace II Society,Crime
0116253,Executive Decision,Action
0111689,What Happened Was...,Comedy
0107616,Much Ado About Nothing,Comedy
0107611,Mr. Jones,Drama
0107613,Mr. Wonderful,Comedy
0107614,Mrs. Doubtfire,Comedy
0107653,Naked,Comedy
0110657,The Next Karate Kid,Action
0110678,No Escape,Action
0110687,North,Adventure
0107756,Orlando,Biography
0107808,A Perfect World,Crime
0107818,Philadelphia,Drama
0107822,The Piano,Drama
0107840,Poetic Justice,Drama
0107889,The Program,Action
0111003,The Puppet Masters,Horror
0110939,Radioland Murders,Comedy
0110955,The Ref,Comedy
0107943,The Remains of the Day,Drama
0110971,Renaissance Man,Comedy
0107969,Rising Sun,Action
0111001,The Road to Wellville,Comedy
0107978,RoboCop 3,Action
0107977,Robin Hood: Men in Tights,Adventure
0107983,Romeo Is Bleeding,Action
0105275,Romper Stomper,Crime
0108000,Ruby in Paradise,Drama
0108002,Rudy,Biography
0105032,Savage Nights,Biography
0108052,Schindler's List,Biography
0111094,The Scout,Comedy
0108065,Searching for Bobby Fischer,Biography
0108071,The Secret Garden,Drama
0111127,Serial Mom,Comedy
0111143,The Shadow,Action
0108101,Shadowlands,Biography
0108122,Short Cuts,Comedy
0111194,A Simple Twist of Fate,Drama
0111201,Sirens,Comedy
0108149,Six Degrees of Separation,Comedy
0108160,Sleepless in Seattle,Comedy
0108162,Sliver,Drama
0108186,Son in Law,Comedy
0108174,So I Married an Axe Murderer,Comedy
0108238,Striking Distance,Action
0108255,Super Mario Bros.,Adventure
0111323,Surviving the Game,Action
0111400,Terminal Velocity,Action
0108328,Thirty Two Short Films About Glenn Gould,Biography
0111418,Threesome,Comedy
0107688,The Nightmare Before Christmas,Animation
0108333,The Three Musketeers,Action
0108358,Tombstone,Action
0111488,Trial by Jury,Thriller
0108399,True Romance,Crime
0108515,The War Room,Documentary
0110763,The Pagemaster,Animation
0110259,Killer,Drama
0114906,Welcome to the Dollhouse,Comedy
0107002,Germinal,Drama
0109403,Chasers,Comedy
0104029,Cronos,Horror
0107315,Kika,Comedy
0106408,Bhaji on the Beach,Comedy
0110363,Little Big League,Comedy
0111252,Spanking the Monkey,Comedy
0110366,The Little Rascals,Comedy
0109120,Andre,Adventure
0110892,Princess Caraboo,Comedy
0112651,The Celluloid Closet,Documentary
0107642,Café au lait,Comedy
0112572,The Brady Bunch Movie,Comedy
0103639,Aladdin,Animation
0103064,Terminator 2: Judgment Day,Action
0102926,The Silence of the Lambs,Crime
0101414,Beauty and the Beast,Animation
0100405,Pretty Woman,Comedy
0110395,Love and a .45,Crime
0112606,Bye Bye Love,Comedy
0117247,One Fine Day,Comedy
0112625,Candyman: Farewell to the Flesh,Horror
0116282,Fargo,Crime
0116552,Homeward Bound II: Lost in San Francisco,Adventure
0116514,Hellraiser: Bloodline,Horror
0117283,The Pallbearer,Comedy
0116684,Jane Eyre,Drama
0110374,Bloody Weekend,Drama
0113083,The Flower of My Secret,Drama
0116165,Ed,Comedy
0102855,Scream of Stone,Drama
0107471,My Favorite Season,Drama
0117891,A Thin Line Between Love and Hate,Comedy
0113613,The Last Supper,Comedy
0117381,Primal Fear,Crime
0115837,Carried Away,Drama
0115509,All Dogs Go to Heaven 2,Animation
0114671,Land and Freedom,Drama
0112844,Denise Calls Up,Comedy
0116275,A Family Thing,Comedy
0117608,Sgt. Bilko,Comedy
0113448,Jack & Sarah,Comedy
0116414,Girl 6,Comedy
0116095,Diabolique,Drama
0115956,Courage Under Fire,Action
0117060,Mission: Impossible,Action
0117071,Moll Flanders,Drama
0117788,Das Superweib,Comedy
0116136,DragonHeart,Action
0116168,Eddie,Comedy
0116683,James and the Giant Peach,Animation
0116287,Fear,Drama
0116768,Kids in the Hall: Brain Candy,Comedy
0116269,Faithful,Comedy
0114787,Underground,Comedy
0112536,Bloodsport 2,Action
0117128,Mystery Science Theater 3000: The Movie,Comedy
0117705,Space Jam,Animation
0108181,Some Folks Call It a Sling Blade,Short
0114307,The Run of the Country,Drama
0113443,It's My Party,Drama
0109491,Country Life,Drama
0114048,Operation Dumbo Drop,Action
0111613,Das Versprechen,Romance
0117104,Mrs. Winterbourne,Comedy
0117688,Solo,Action
0117774,The Substitute,Action
0114736,True Crime,Crime
0112604,Butterfly Kiss,Comedy
0116289,Feeling Minnesota,Comedy
0109593,Delta of Venus,Drama
0112368,Angus,Comedy
0115742,Boys,Mystery
0117420,The Quest,Action
0115951,Cosi,Comedy
0117107,Mulholland Falls,Crime
0117979,The Truth About Cats & Dogs,Comedy
0115851,Celtic Pride,Comedy
0116322,Flipper,Family
0112817,Dead Man,Drama
0113362,The Horseman on the Roof,Adventure
0108500,Les visiteurs,Comedy
0117108,Multiplicity,Comedy
0118114,Wallace & Gromit: The Best of Aardman Animation,Animation
0114103,Paul Bowles - Halbmond,Drama
0113270,The Haunted World of Edward D. Wood Jr.,Documentary
0115963,The Craft,Drama
0116448,The Great White Hype,Comedy
0116827,Last Dance,Drama
0112701,Cold Comfort Farm,Comedy
0116508,Heaven's Prisoners,Drama
0117500,The Rock,Action
0109592,Cemetery Man,Comedy
0117998,Twister,Action
0115624,Barb Wire,Action
0113568,Ghost in the Shell,Animation
0117894,Thinner,Fantasy
0117723,Spy Hard,Comedy
0112691,A Close Shave,Animation
0117768,The Stupids,Comedy
0115571,The Arrival,Sci-Fi
0113849,A Month by the Lake,Comedy
0113188,Gold Diggers: The Secret of Bear Mountain,Adventure
0109381,Carmen Miranda: Bananas Is My Business,Documentary
0109688,Ashes of Time,Action
0110480,Maya Lin: A Strong Clear Vision,Documentary
0108211,Stalingrad,Drama
0117331,The Phantom,Action
0117765,Striptease,Comedy
0113280,Heavy,Drama
0116669,Jack,Comedy
0116594,I Shot Andy Warhol,Biography
0113211,The Grass Harp,Drama
0116992,Marlene Dietrich: Shadow and Light,Documentary
0117951,Trainspotting,Drama
0118523,'Til There Was You,Romance
0116629,Independence Day,Action
0117737,Stealing Beauty,Drama
0116277,The Fan,Action
0116583,The Hunchback of Notre Dame,Animation
0115798,The Cable Guy,Comedy
0116778,Kingpin,Comedy
0116213,Eraser,Action
0117218,The Nutty Professor,Comedy
0106810,En compagnie d'Antonin Artaud,Biography
0116040,Daylight,Action
0116365,The Frighteners,Comedy
0116905,Lone Star,Crime
0116493,Harriet the Spy,Family
0117333,Phenomenon,Drama
0118113,Walking and Talking,Comedy
0117628,She's the One,Comedy
0117913,A Time to Kill,Crime
0115530,American Buffalo,Drama
0115493,Alaska,Adventure
0116320,Fled,Action
0116756,Kazaam,Comedy
0116823,Larger Than Life,Comedy
0117999,Two Deaths,Drama
0118073,A Very Brady Sequel,Comedy
0110246,Kaspar Hauser,Drama
0115472,The Adventures of Pinocchio,Adventure
0116707,Joe's Apartment,Comedy
0116313,The First Wives Club,Comedy
0114550,Stonewall,Comedy
0117438,Ransom,Crime
0116531,High School High,Comedy
0117332,Phat Beach,Comedy
0116353,Foxfire,Drama
0115857,Chain Reaction,Action
0117008,Matilda,Comedy
0116191,Emma,Comedy
0115986,The Crow: City of Angels,Action
0116571,House Arrest,Comedy
0117826,Bordello of Blood,Comedy
0108227,Xinghua san yue tian,Drama
0111424,Tian guo ni zi,Crime
0113080,Flirt,Drama
0117718,The Spitfire Grill,Drama
0116225,Escape from L.A.,Action
0112767,Cyclo,Crime
0115632,Basquiat,Biography
0117918,Tin Cup,Comedy
0104558,Police Story 3: Supercop,Action
0114936,The Wife,Comedy
0114474,Small Faces,Drama
0115736,Bound,Crime
0115836,Carpool,Comedy
0116745,Kansas City,Crime
0119214,Gone Fishin',Comedy
0109066,Vive L'Amour,Drama
0110693,Nothing to Lose,Action
0106544,Once a Cop,Action
0120004,The Relic,Horror
0116654,The Island of Dr. Moreau,Horror
0116311,First Kid,Family
0117965,The Trigger Effect,Drama
0115725,Bogus,Comedy
0115783,Bulletproof,Action
0113596,The Land Before Time III: The Time of the Great Giving,Animation
0109001,1-900,Romance
0113253,Halloween: The Curse of Michael Myers,Horror
0117991,Twelfth Night or What You Will,Comedy
0117093,Mother Night,Drama
0111019,Wild Reeds,Drama
0118927,Dangerous Ground,Action
0117357,The Pompatus of Love,Comedy
0116329,Fly Away Home,Adventure
0118742,Bliss,Drama
0116442,Grace of My Heart,Comedy
0117011,Maximum Risk,Action
0117039,Michael Collins,Biography
0117473,The Rich Man's Wife,Thriller
0115678,Big Night,Drama
0116830,Last Man Standing,Action
0115847,Caught,Drama
0117603,Set It Off,Action
0115438,2 Days in the Valley,Comedy
0116259,Extreme Measures,Crime
0116421,The Glimmer Man,Action
0116000,D3: The Mighty Ducks,Action
0115862,The Chamber,Crime
0107131,Homeward Bound: The Incredible Journey,Adventure
0106611,Cool Runnings,Adventure
0109127,Angels in the Outfield,Comedy
0102798,Robin Hood: Prince of Thieves,Action
0116361,Freeway,Comedy
0104692,The Lawnmower Man,Horror
0117582,The Secret Agent,Drama
0117589,Secrets & Lies,Drama
0117887,That Thing You Do!,Comedy
0117924,To Gillian on Her 37th Birthday,Drama
0117791,Surviving Picasso,Biography
0115640,Beautiful Thing,Comedy
0116908,The Long Kiss Goodnight,Action
0116409,The Ghost and the Darkness,Adventure
0116913,Looking for Richard,Documentary
0117958,Trees Lounge,Comedy
0117202,Normal Life,Crime
0116404,Get on the Bus,Drama
0120107,Shadow Conspiracy,Action
0116722,Jude,Drama
0116242,Everyone Says I Love You,Comedy
0117509,Romeo + Juliet,Drama
0117802,Swingers,Comedy
0117665,Sleepers,Crime
0116714,Johns,Drama
0115491,Aladdin and the King of Thieves,Animation
0113731,Madame Butterfly,Drama
0105236,Reservoir Dogs,Crime
0103772,Basic Instinct,Drama
0101761,The Doors,Biography
0104036,The Crying Game,Crime
0104348,Glengarry Glen Ross,Crime
0115885,Children of the Corn: The Gathering,Horror
0117284,Palookaville,Comedy
0115580,The Associate,Comedy
0116378,The Funeral,Crime
0117318,The People vs. Larry Flynt,Biography
0117320,A Perfect Candidate,Documentary
0101775,Drop Dead Fred,Comedy
0116587,Hustler White,Drama
0117677,Snowriders,Documentary
0118147,When We Were Kings,Documentary
0108598,The Wrong Trousers,Animation
0109781,Lesson Faust,Animation
0110521,Mina Tannenbaum,Drama
0116059,Dear God,Comedy
0115610,Bad Moon,Horror
0103850,Bob Roberts,Comedy
0109942,Dead Tired,Comedy
0101700,Delicatessen,Comedy
0101765,The Double Life of Veronique,Drama
0101811,Enchanted April,Drama
0102014,Hear My Song,Comedy
0120121,The Shooter,Western
0116209,The English Patient,Drama
0102426,Mediterraneo,Comedy
0105107,Passion Fish,Drama
0105488,Strictly Ballroom,Comedy
0101026,Tie Me Up! Tie Me Down!,Comedy
0102370,Madonna: Truth or Dare,Documentary
0100332,Paris Is Burning,Documentary
0106308,Army of Darkness,Comedy
0104361,A Grand Day Out,Animation
0103130,Trust,Comedy
0103873,Dead Alive,Comedy
0100519,Rosencrantz & Guildenstern Are Dead,Comedy
0100150,Miller's Crossing,Crime
0100263,La Femme Nikita,Action
0107048,Groundhog Day,Comedy
0105695,Unforgiven,Drama
0100436,Pump Up the Volume,Comedy
0101921,Fried Green Tomatoes,Drama
0102536,Night on Earth,Comedy
0101640,Raise the Red Lantern,Drama
0101458,Until the End of the World,Action
0116589,Hype!,Documentary
0117550,Santa with Muscles,Comedy
0116293,Female Perversions,Drama
0116601,I'm Not Rappaport,Comedy
0103644,Alien 3,Action
0103678,Amityville: It's About Time,Horror
0115535,Amityville Dollhouse,Horror
0106262,Amityville: A New Generation,Horror
0101492,Body Parts,Horror
0103874,Bram Stoker's Dracula,Fantasy
0103919,Candyman,Fantasy
0101540,Cape Fear,Crime
0115710,Blood and Wine,Crime
0115495,Albino Alligator,Crime
0117057,The Mirror Has Two Faces,Comedy
0115751,Breaking the Waves,Drama
0119791,Nightwatch,Drama
0117731,Star Trek: First Contact,Action
0117631,Shine,Biography
0117666,Sling Blade,Drama
0116705,Jingle All the Way,Comedy
0117293,Paradise Lost: The Child Murders at Robin Hood Hills,Documentary
0117372,The Preacher's Wife,Comedy
0117477,Ridicule,Comedy
0115988,The Crucible,Drama
0115433,101 Dalmatians,Adventure
0110171,I Can't Sleep,Drama
0102975,Star Trek VI: The Undiscovered Country,Action
0103776,Batman Returns,Action
0100994,Young Guns II,Action
0100114,Marked for Death,Action
0117773,The Substance of Fire,Drama
0105690,Under Siege,Action
0117119,My Fellow Americans,Adventure
0116996,Mars Attacks!,Comedy
0115906,Citizen Ruth,Comedy
0116695,Jerry Maguire,Comedy
0105435,Sneakers,Comedy
0115633,Bastard Out of Carolina,Drama
0116621,In Love and War,Biography
0116999,Marvin's Room,Drama
0116410,Ghosts of Mississippi,Drama
0119783,Night Falls on Manhattan,Crime
0115641,Beavis and Butt-Head Do America,Animation
0112769,La Cérémonie,Crime
0117571,Scream,Horror
0104691,The Last of the Mohicans,Action
0117038,Michael,Comedy
0116240,The Evening Star,Comedy
0116477,Hamlet,Drama
0118163,The Whole Wide World,Biography
0117091,Mother,Comedy
0118100,Thieves,Crime
0116250,Evita,Biography
0117364,The Portrait of a Lady,Drama
0117028,Message to Love: The Isle of Wight Festival,Documentary
0119731,Murder at 1600,Action
0116506,Hearts & Minds,Drama
0119115,Fierce Creatures,Comedy
0120390,Turbulence,Action
0112362,Angel Baby,Drama
0116704,Police Story 4: First Strike,Action
0120414,Underworld,Comedy
0118708,Beverly Hills Ninja,Action
0119664,Metro,Action
0110425,La machine,Horror
0106535,The Cement Garden,Drama
0118928,Dante's Peak,Action
0106266,Amos & Andrew,Comedy
0106387,Benny & Joon,Comedy
0119937,Prefontaine,Biography
0109949,Guantanamera,Comedy
0119640,McHale's Navy,Action
0116790,Kolya,Comedy
0119225,Gridlock'd,Comedy
0118111,Waiting for Guffman,Comedy
